unvocalized,vocalized,root,normalized,jamid,musytaq
شولة,شَوْلَةٌ,شول,شولة,1,0
شونة,شَوْنَةٌ,شون,شونة,1,0
شاة,شَاةٌ,شوه,شاة,1,0
شواة,شَوَاةٌ,شوي,شواة,1,0
شوية,شَوِيَّةٌ,شوي,شوية,1,0
شوى,شَوَى,شوي,شوى,1,0
مشواة,مِشْوَاةٌ,شوي,مشواة,1,0
شيعة,شِيعَةٌ,شيع,شيعة,1,0
مشيئة,مَشِيئَةٌ,شيأ,مشيءة,1,0
شيتة,شِيتَةٌ,شيت,شيتة,1,0
كيفية,كَيْفِيَّةٌ,كيف,كيفية,1,0
شيخوخة,شَيْخُوخَةٌ,شيخ,شيخوخة,1,0
شيشة,شِيشَةٌ,شيشة,شيشة,1,0
شائعة,شَائِعَةٌ,شيع,شاءعة,1,0
شيالة,شَيَّالَةٌ,شيل,شيالة,1,0
صابوغة,صَابُوغَةٌ,صابوغة,صابوغة,1,0
صالة,صَالَةٌ,صالة,صالة,1,0
صبابة,صُبَابَةٌ,صبب,صبابة,1,0
أصبوحة,أُصْبوحَةٌ,صبح,ءصبوحة,1,0
صبحية,صُبْحِيَّةٌ,صبح,صبحية,1,0
صابورة,صَابُورَةٌ,صبر,صابورة,1,0
صبارة,صَبَارَةٌ,صبر,صبارة,1,0
صبارة,صِبَارَةٌ,صبر,صبارة,1,0
صبرة,صُبْرَةٌ,صبر,صبرة,1,0
صباغة,صِبَاغَةٌ,صبغ,صباغة,1,0
شيمة,شِيمَةٌ,شيم,شيمة,1,0
صبغة,صِبْغَةٌ,صبغ,صبغة,1,0
مصبغة,مَصْبَغَةٌ,صبغ,مصبغة,1,0
صابونة,صَابُونَةٌ,صبن,صابونة,1,0
صبانة,صَبَّانَةٌ,صبن,صبانة,1,0
مصبنة,مَصْبَنَةٌ,صبن,مصبنة,1,0
صابية,صَابِيَةٌ,صبو,صابية,1,0
مصحة,مَصَحَّةٌ,صحح,مصحة,1,0
صحراء,صَحْرَاءُ,صحراء,صحراء,1,0
صحافة,صِحَافَةٌ,صحف,صحافة,1,0
صحفة,صَحْفَةٌ,صحف,صحفة,1,0
صحيفة,صَحِيفَةٌ,صحف,صحيفة,1,0
صاخة,صَاخَّةٌ,صخخ,صاخة,1,0
صاخرة,صَاخِرَةٌ,صخر,صاخرة,1,0
صخرة,صَخْرَةٌ,صخر,صخرة,1,0
صدارة,صَدَارَةٌ,صدر,صدارة,1,0
صدرية,صُدْرِيَّةٌ,صدر,صدرية,1,0
صديرة,صَدِيرَةٌ,صدر,صديرة,1,0
صدفة,صَدَفَةٌ,صدفة,صدفة,1,0
صداقة,صَدَاقَةٌ,صدق,صداقة,1,0
صدقة,صَدَقَةٌ,صدق,صدقة,1,0
صدقة,صَدُقَةٌ,صدق,صدقة,1,0
صرارة,صَرَّارَةٌ,صرارة,صرارة,1,0
صرخة,صَرْخَةٌ,صرخ,صرخة,1,0
صرة,صُرَّةٌ,صرر,صرة,1,0
صرة,صِرَّةٌ,صرر,صرة,1,0
صرافة,صِرَافَةٌ,صرف,صرافة,1,0
متصرفية,مُتَصَرِّفِيَّةٌ,صرف,متصرفية,1,0
صريمة,صَرِيمَةٌ,صرم,صريمة,1,0
مصطبة,مِصْطَبَةٌ,صطب,مصطبة,1,0
صعداء,صُعَدَاءُ,صعد,صعداء,1,0
صفارية,صُفَارِيَّةٌ,صفارية,صفارية,1,0
صفحة,صَفْحَةٌ,صفح,صفحة,1,0
صفيحة,صَفِيحَةٌ,صفح,صفيحة,1,0
صفارة,صَفَّارَةٌ,صفر,صفارة,1,0
صفرية,صُفْرِيَّةٌ,صفرية,صفرية,1,0
صافقة,صَافِقَةٌ,صفق,صافقة,1,0
صفقة,صَفْقَةٌ,صفق,صفقة,1,0
صفوة,صَفْوَةٌ,صفو,صفوة,1,0
مصقلة,مِصْقَلَةٌ,صقل,مصقلة,1,0
مصفاة,مِصْفَاةٌ,صفو,مصفاة,1,0
صقعة,صَقْعَةٌ,صقع,صقعة,1,0
صلصة,صَلْصَةٌ,صلصة,صلصة,1,0
صلطة,صَلَطَةٌ,صلطة,صلطة,1,0
صلفاء,صَلْفَاءُ,صلف,صلفاء,1,0
صليقة,صَلِيقَةٌ,صلق,صليقة,1,0
مصلاة,مِصْلاَةٌ,صلي,مصلاة,1,0
صلجة,صُلَّجَةٌ,صلج,صلجة,1,0
صمتة,صُمْتَةٌ,صمت,صمتة,1,0
صومعة,صَوْمَعَةٌ,صمع,صومعة,1,0
صماغة,صَمَّاغَةٌ,صمغ,صماغة,1,0
صمامة,صِمَامَةٌ,صمم,صمامة,1,0
صمة,صِمَّةٌ,صمم,صمة,1,0
صنارة,صِنَّارَةٌ,صنارة,صنارة,1,0
صندوقة,صُنْدُوقَةٌ,صندق,صندوقة,1,0
صناعة,صِنَاعَةٌ,صنع,صناعة,1,0
صنيعة,صَنِيعَةٌ,صنع,صنيعة,1,0
مصانعة,مُصَانَعَةٌ,صنع,مصانعة,1,0
صنة,صِنَّةٌ,صنن,صنة,1,0
صهارة,صُهَارَةٌ,صهر,صهارة,1,0
صهوة,صَهْوَةٌ,صهو,صهوة,1,0
مصيبة,مُصِيبَةٌ,صوب,مصيبة,1,0
صورة,صُورَةٌ,صور,صورة,1,0
صوانة,صِوَانَةٌ,صون,صوانة,1,0
مصيدة,مِصْيَدَةٌ,صيد,مصيدة,1,0
صوة,صُوَّةٌ,صوي,صوة,1,0
صيحة,صَيْحَةٌ,صيح,صيحة,1,0
صينية,صِينِيَّةٌ,صينية,صينية,1,0
ضوضاء,ضَوْضَاءُ,ضأضأ,ضوضاء,1,0
صيصة,صِيصَةٌ,صيص,صيصة,1,0
ضبة,ضَبَّةٌ,ضبب,ضبة,1,0
إضبارة,إِضبارَةٌ,ضبر,ءضبارة,1,0
ضبارة,ضُبَارَةٌ,ضبر,ضبارة,1,0
ضجة,ضَجَّةٌ,ضجج,ضجة,1,0
أضحوكة,أُضْحُوكَةٌ,ضحك,ءضحوكة,1,0
ضاحكة,ضَاحِكَةٌ,ضحك,ضاحكة,1,0
ضحية,ضَحِيَّةٌ,ضحو,ضحية,1,0
مضخة,مِضَخَّةٌ,ضخخ,مضخة,1,0
ضواية,ضَوَّايَةٌ,ضوي,ضواية,1,0
ضرابة,ضَرَّابَةٌ,ضرب,ضرابة,1,0
ضريبة,ضَرِيبَةٌ,ضرب,ضريبة,1,0
مضربة,مَضْرَبَةٌ,ضرب,مضربة,1,0
مضربة,مُضَرَّبَةٌ,ضرب,مضربة,1,0
مضربة,مِضْرَبَةٌ,ضرب,مضربة,1,0
ضراء,ضَرَّاءُ,ضرر,ضراء,1,0
ضرة,ضَرَّةٌ,ضرر,ضرة,1,0
ضرورة,ضَرُورَةٌ,ضرر,ضرورة,1,0
ضرعاء,ضَرْعَاءُ,ضرع,ضرعاء,1,0
ضغينة,ضَغِينَةٌ,ضغن,ضغينة,1,0
ضفدعة,ضِفْدَعَةٌ,ضفدع,ضفدعة,1,0
ضفيرة,ضَفِيرَةٌ,ضفر,ضفيرة,1,0
مضيعة,مَضْيَعَةٌ,ضيع,مضيعة,1,0
ضمادة,ضِمَادَةٌ,ضمد,ضمادة,1,0
إضمامة,إِضْمامَةٌ,ضمم,ءضمامة,1,0
مضنة,مَضَنَّةٌ,ضنن,مضنة,1,0
ضهياء,ضَهْيَاءُ,ضهي,ضهياء,1,0
ضاحية,ضَاحِيَة,ضوح,ضاحية,1,0
طبابة,طِبَابَةٌ,طبب,طبابة,1,0
طباخة,طِبَاخَةٌ,طبخ,طباخة,1,0
مطبخة,مِطْبَخَةٌ,طبخ,مطبخة,1,0
طبشورة,طَبْشُورَةٌ,طبشورة,طبشورة,1,0
طبيعة,طَبِيعَةٌ,طبع,طبيعة,1,0
مطبعة,مَطْبَعَةٌ,طبع,مطبعة,1,0
مطبوعة,مَطْبُوعَةٌ,طبع,مطبوعة,1,0
طبقة,طَبَقَةٌ,طبق,طبقة,1,0
طبالة,طِبَالَةٌ,طبل,طبالة,1,0
طبلة,طَبْلَةٌ,طبل,طبلة,1,0
طبلية,طَبْلِيَّةٌ,طبل,طبلية,1,0
طابون,طَابُونٌ,طبن,طابون,1,0
مطحنة,مَطْحَنَةٌ,طحن,مطحنة,1,0
طارفة,طَارِفَة,طرف,طارفة,1,0
أطروحة,أُطْروحَةٌ,طرح,ءطروحة,1,0
طارة,طَارَّةٌ,طرر,طارة,1,0
طرة,طُرَّةٌ,طرر,طرة,1,0
طرازة,طِرَازَةٌ,طرز,طرازة,1,0
طريفة,طَرِيفَة,طرف,طريفة,1,0
طرفاء,طَرْفَاءُ,طرفاء,طرفاء,1,0
طرقة,طُرْقَةٌ,طرق,طرقة,1,0
طريقة,طَرِيقَةٌ,طرق,طريقة,1,0
مطرقة,مِطْرَقَةٌ,طرق,مطرقة,1,0
طعمية,طَعْمِيَّةٌ,طعم,طعمية,1,0
طغراء,طُغْرَاءُ,طغراء,طغراء,1,0
طغمة,طُغْمَةٌ,طغم,طغمة,1,0
طفرة,طَفْرَةٌ,طفر,طفرة,1,0
طفطافة,طَفْطَافَةٌ,طفطف,طفطافة,1,0
طفاية,طَفَّايَةٌ,طفأ,طفاية,1,0
طفاوة,طَفَاوَةٌ,طفو,طفاوة,1,0
طفاوة,طُفَاوَةٌ,طفو,طفاوة,1,0
طلبة,طَلِبَةٌ,طلب,طلبة,1,0
طلبة,طَلْبَةٌ,طلب,طلبة,1,0
طلبية,طَلَبِيَّةٌ,طلب,طلبية,1,0
طلاسة,طَلاَّسَةٌ,طلس,طلاسة,1,0
طليعة,طَلِيعَةٌ,طلع,طليعة,1,0
طلمة,طُلْمَةٌ,طلم,طلمة,1,0
طلاوة,طَلاَوَةٌ,طلو,طلاوة,1,0
طلاوة,طُلاَوَةٌ,طلو,طلاوة,1,0
انطلاقة,اِنْطِلاقَةٌ,طلق,انطلاقة,1,0
طامة,طَامَّةٌ,طمم,طامة,1,0
طنجرة,طَنْجَرَةٌ,طنجرة,طنجرة,1,0
طنفسة,طُنْفُسَةٌ,طنفس,طنفسة,1,0
طنانة,طَنَّانَةٌ,طنن,طنانة,1,0
مطهرة,مَطْهَرَةٌ,طهر,مطهرة,1,0
طهاوة,طُهَاوَةٌ,طهو,طهاوة,1,0
طهاية,طِهَايَةٌ,طهو,طهاية,1,0
مطهاة,مِطْهَاةٌ,طهو,مطهاة,1,0
طوبة,طُوبَةٌ,طوب,طوبة,1,0
طافة,طاَفَّةٌ,طوف,طافة,1,0
طواعية,طَوَاعِيَةٌ,طوع,طواعية,1,0
طاولة,طَاوِلَةٌ,طول,طاولة,1,0
طية,طَيَّةٌ,طوي,طية,1,0
مطواة,مِطْوَاةٌ,طوي,مطواة,1,0
مطيبة,مَطْيَبَةٌ,طيب,مطيبة,1,0
طائرة,طَائِرَةٌ,طير,طاءرة,1,0
طيارة,طَيَّارَةٌ,طير,طيارة,1,0
طيرة,طَيْرَةٌ,طير,طيرة,1,0
طيرة,طِيَرَةٌ,طير,طيرة,1,0
طينة,طِينَةٌ,طين,طينة,1,0
ظبأة,ظَبْأَةٌ,ظبأ,ظبءة,1,0
طيانة,طِيَانَةٌ,طين,طيانة,1,0
ظعينة,ظَعينَةٌ,ظعن,ظعينة,1,0
ظفرة,ظَفَرَةٌ,ظفر,ظفرة,1,0
ظلة,ظُلَّةٌ,ظلل,ظلة,1,0
مظلة,مِظَلَّةٌ,ظلل,مظلة,1,0
ظلماء,ظَلْماءُ,ظلم,ظلماء,1,0
ظنانة,ظِنانَةٌ,ظنن,ظنانة,1,0
ظنة,ظِنَّةٌ,ظنن,ظنة,1,0
ظمياء,ظَمْياءُ,ظمي,ظمياء,1,0
مظنة,مَظَنَّةٌ,ظنن,مظنة,1,0
تظاهرة,تَظَاهُرَةٌ,ظهر,تظاهرة,1,0
ظهارة,ظُهارَةٌ,ظهر,ظهارة,1,0
ظهارة,ظِهارَةٌ,ظهر,ظهارة,1,0
ظهرة,ظَهَرَةٌ,ظهر,ظهرة,1,0
ظهرة,ظُهْرَةٌ,ظهر,ظهرة,1,0
ظهيرة,ظَهيرَةٌ,ظهر,ظهيرة,1,0
ظاهرة,ظاهِرَة,ظهر,ظاهرة,1,0
عباءة,عَبَاءةٌ,عبأ,عباءة,1,0
عبيثة,عَبيثَةٌ,عبث,عبيثة,1,0
عبادة,عِبَادَةٌ,عبد,عبادة,1,0
عباية,عَبَايَةٌ,عبي,عباية,1,0
عتبة,عَتَبَةٌ,عتب,عتبة,1,0
عتلة,عَتَلَةٌ,عتل,عتلة,1,0
عتمة,عَتَمَةٌ,عتم,عتمة,1,0
عثرة,عَثْرَةٌ,عثر,عثرة,1,0
أعجوبة,أُعْجوبَةٌ,عجب,ءعجوبة,1,0
عجة,عُجَّةٌ,عجة,عجة,1,0
عجرفة,عَجْرَفَةٌ,عجرف,عجرفة,1,0
عجيزة,عَجِيزَةٌ,عجز,عجيزة,1,0
معجزة,مُعْجِزَةٌ,عجز,معجزة,1,0
عجماء,عَجْمَاءُ,عجم,عجماء,1,0
معجمة,مُعْجَمَةٌ,عجم,معجمة,1,0
عجناء,عَجْنَاءُ,عجن,عجناء,1,0
معجنة,مِعْجَنَةٌ,عجن,معجنة,1,0
عجوة,عُجْوَةٌ,عجو,عجوة,1,0
عجوة,عَجْوَةٌ,عجوة,عجوة,1,0
عدة,عُدَّةٌ,عدد,عدة,1,0
عدة,عِدَّةٌ,عدد,عدة,1,0
عدسة,عَدَسَةٌ,عدس,عدسة,1,0
عدسية,عَدَسِيَّةٌ,عدسية,عدسية,1,0
عداوة,عَدَاوَةٌ,عدو,عداوة,1,0
عدوة,عُدْوَةٌ,عدوة,عدوة,1,0
عذرة,عُذْرَةٌ,عذر,عذرة,1,0
معذرة,مَعْذِرَةٌ,عذر,معذرة,1,0
عذرة,عَذِرَةٌ,عذر‎‎,عذرة,1,0
عذراء,عَذْرَاءُ,عذراء,عذراء,1,0
عربة,عَرَبَةٌ,عربة,عربة,1,0
عرة,عُرَّةٌ,عرر,عرة,1,0
عريشة,عَرِيشَةٌ,عرش,عريشة,1,0
عرصة,عَرْصَةٌ,عرصة,عرصة,1,0
عرضة,عُرْضَةٌ,عرض,عرضة,1,0
مستعربة,مُسْتَعْرِبَةٌ,عرب,مستعربة,1,0
عريضة,عَرِيضَةٌ,عرض,عريضة,1,0
تعرفة,تَعْرِفَةٌ,عرف,تعرفة,1,0
تعريفة,تَعْرِيفَةٌ,عرف,تعريفة,1,0
عرقاة,عَرْقَاةٌ,عرق,عرقاة,1,0
عرقة,عِرْقَةٌ,عرق,عرقة,1,0
عرقية,عَرَقِيَّةٌ,عرق,عرقية,1,0
عريكة,عَرِيكَةٌ,عرك,عريكة,1,0
معركة,مَعْرَكَةٌ,عرك,معركة,1,0
عزوبة,عُزُوبَةٌ,عزب,عزوبة,1,0
عرنين,عِرْنِينٌ,عرنين,عرنين,1,0
عروة,عُرْوَةٌ,عرو,عروة,1,0
عرى,عُرًى,عرو,عرى,1,0
معتزلة,مُعْتَزِلَةٌ,عزل,معتزلة,1,0
معسفة,مِعْسَفَةٌ,عسف,معسفة,1,0
هوية,هُوِيَّةٌ,هوية,هوية,1,0
عاشوراء,عَاشُورَاءُ,عشر,عاشوراء,1,0
عشارة,عُشَارَةٌ,عشر,عشارة,1,0
شفعية,شَفْعِيَّةٌ,شفع,شفعية,1,0
عشراء,عَشْرَاءُ,عشر,عشراء,1,0
عشرة,عِشْرَةٌ,عشر,عشرة,1,0
عشيرة,عَشِيرَةٌ,عشر,عشيرة,1,0
عشة,عُشَّةٌ,عشش,عشة,1,0
عشاء,عِشَاءٌ,عشو,عشاء,1,0
عشاوة,عَشَاوَةٌ,عشو,عشاوة,1,0
عشية,عَشِيَّةٌ,عشو,عشية,1,0
عصابة,عِصَابَةٌ,عصب,عصابة,1,0
عصبة,عَصَبَةٌ,عصب,عصبة,1,0
عصبة,عُصْبَةٌ,عصب,عصبة,1,0
عصارة,عَصَّارَةٌ,عصر,عصارة,1,0
عصارة,عُصَارَةٌ,عصر,عصارة,1,0
معصرة,مَعْصَرَةٌ,عصر,معصرة,1,0
معصرة,مِعْصَرَةٌ,عصر,معصرة,1,0
عصيدة,عَصِيدَةٌ,عصد,عصيدة,1,0
عصيفة,عَصِيفَةٌ,عصف,عصيفة,1,0
عصبية,عَصَبِيَّةٌ,عصب,عصبية,1,0
عاصمة,عَاصِمَةٌ,عصم,عاصمة,1,0
عصمة,عِصْمَةٌ,عصم,عصمة,1,0
عصية,عُصَيَّةٌ,عصي,عصية,1,0
معصية,مَعْصِيَةٌ,عصي,معصية,1,0
عضادة,عِضَادَةٌ,عضد,عضادة,1,0
معضلة,مُعْضِلَةٌ,عضل,معضلة,1,0
عضلة,عَضَلَةٌ,عضل,عضلة,1,0
عطارة,عِطَارَةٌ,عطر,عطارة,1,0
عاطفة,عَاطِفَةٌ,عطف,عاطفة,1,0
عطلة,عُطْلَةٌ,عطل,عطلة,1,0
عطية,عَطِيَّةٌ,عطو,عطية,1,0
عظمة,عَظَمَةٌ,عظم,عظمة,1,0
عظاءة,عَظَاءةٌ,عظي,عظاءة,1,0
عافية,عَافِيَةٌ,عفي,عافية,1,0
عاقبة,عَاقِبَةٌ,عقب,عاقبة,1,0
عقبة,عَقَبَةٌ,عقب,عقبة,1,0
عقبة,عُقْبَةٌ,عقب,عقبة,1,0
عقوبة,عُقُوبَةٌ,عقب,عقوبة,1,0
عقادة,عِقَادَةٌ,عقد,عقادة,1,0
عقدة,عُقْدَةٌ,عقد,عقدة,1,0
عقيدة,عَقِيدَةٌ,عقد,عقيدة,1,0
عقيرة,عَقِيرَةٌ,عقر,عقيرة,1,0
عقافة,عُقَافَةٌ,عقف,عقافة,1,0
عقيقة,عَقِيقَةٌ,عقق,عقيقة,1,0
عقلة,عُقْلَةٌ,عقل,عقلة,1,0
عقيلة,عَقِيلَةٌ,عقل,عقيلة,1,0
علباء,عِلْبَاءُ,علب,علباء,1,0
علبة,عُلْبَةٌ,علب,علبة,1,0
معقمة,مُعَقِّمَةٌ,عقم,معقمة,1,0
علاقة,عَلاَّقَةٌ,علق,علاقة,1,0
علاقة,عَلاَقَةٌ,علق,علاقة,1,0
علاقة,عِلاَقَةٌ,علق,علاقة,1,0
علة,عِلَّةٌ,علل,علة,1,0
معلمة,مَعْلَمَةٌ,علم,معلمة,1,0
علاوة,عِلاَوَةٌ,علو,علاوة,1,0
علياء,عَلْيَاءُ,علو،علي,علياء,1,0
عمان,عَمَّانُ,عمان,عمان,1,0
عمان,عُمَانُ,عمان,عمان,1,0
عمادة,عِمَادَةٌ,عمد,عمادة,1,0
عمدة,عُمْدَةٌ,عمد,عمدة,1,0
عمارة,عَمَارَةٌ,عمر,عمارة,1,0
عمارة,عُمَارَةٌ,عمر,عمارة,1,0
عمرة,عُمْرَةٌ,عمر,عمرة,1,0
عميرة,عَمِيرَةٌ,عمر,عميرة,1,0
معمورة,مَعْمُورَةٌ,عمر,معمورة,1,0
عمالة,عُمَالَةٌ,عمل,عمالة,1,0
عمالة,عِمَالَةٌ,عمل,عمالة,1,0
عمالة,عِمَالَةٌ,عمل,عمالة,1,0
عمولة,عُمُولَةٌ,عمل,عمولة,1,0
عمامة,عِمَامَةٌ,عمم,عمامة,1,0
عنابة,عُنَّابَةٌ,عنب,عنابة,1,0
عنزة,عَنَزَةٌ,عنز,عنزة,1,0
عنفقة,عَنْفَقَةٌ,عنفق,عنفقة,1,0
معنقة,مِعْنَقَةٌ,عنق,معنقة,1,0
عنية,عُنْيَةٌ,عنية,عنية,1,0
عادة,عَادَةٌ,عود,عادة,1,0
عوذة,عُوذَةٌ,عوذ,عوذة,1,0
عارة,عَارَةٌ,عور,عارة,1,0
عارية,عَارِيَةٌ,عور,عارية,1,0
عوامة,عَوَّامَةٌ,عوم,عوامة,1,0
معامة,مَعَامَةٌ,عوم,معامة,1,0
استعانة,اِسْتِعانَةٌ,عون,استعانة,1,0
عوسجة,عَوْسَجَةٌ,عوسجة,عوسجة,1,0
عانة,عَانَةٌ,عون,عانة,1,0
معونة,مَعُونَةٌ,عون,معونة,1,0
عاهة,عَاهَةٌ,عوه،عيه,عاهة,1,0
عالة,عَالَةٌ,عيل,عالة,1,0
عينية,عَيْنِيَّةٌ,عين,عينية,1,0
مغبة,مَغَبَّةٌ,غبب,مغبة,1,0
غبينة,غَبِينَةٌ,غبن,غبينة,1,0
غبوة,غَبْوَةٌ,غبو,غبوة,1,0
غدة,غُدَّةٌ,غدد,غدة,1,0
غديرة,غَدِيرَةٌ,غدر,غديرة,1,0
غدية,غَدِيَّةٌ,غدو,غدية,1,0
غرزة,غُرْزَةٌ,غرز,غرزة,1,0
غريزة,غَرِيزَةٌ,غرز,غريزة,1,0
غراسة,غِرَاسَةٌ,غرس,غراسة,1,0
غريسة,غَرِيسَةٌ,غرس,غريسة,1,0
غرفة,غُرْفَةٌ,غرف,غرفة,1,0
مغرفة,مِغْرَفَةٌ,غرف,مغرفة,1,0
غسالة,غَسَّالَةٌ,غسل,غسالة,1,0
غسالة,غُسَالَةٌ,غسل,غسالة,1,0
مغسلة,مَغْسَلَةٌ,غسل,مغسلة,1,0
غشاوة,غِشَاوَةٌ,غشو,غشاوة,1,0
غاشية,غَاشِيَةٌ,غشي,غاشية,1,0
غشية,غَشْيَةٌ,غشي,غشية,1,0
غشية,غُشْيَةٌ,غشي,غشية,1,0
غصة,غُصَّةٌ,غصص,غصة,1,0
غصنة,غُصْنَةٌ,غصن,غصنة,1,0
غضراء,غَضْرَاءُ,غضر,غضراء,1,0
غطاء,غِطَاءٌ,غطو,غطاء,1,0
غطاية,غِطَايَةٌ,غطو,غطاية,1,0
إغفاءة,إغْفَاءةٌ,غفي,ءغفاءة,1,0
غالبية,غَالِبِيَّةٌ,غلب,غالبية,1,0
غلة,غَلَّةٌ,غلت,غلة,1,0
غلفة,غُلْفَةٌ,غلف,غلفة,1,0
غلالة,غِلاَلَةٌ,غلل,غلالة,1,0
غلة,غُلَّةٌ,غلل,غلة,1,0
غلامية,غُلاَمِيَّةٌ,غلم,غلامية,1,0
غلواء,غُلْوَاءُ,غلو,غلواء,1,0
غميضة,غُمَّيْضَةٌ,غميضة,غميضة,1,0
غلاية,غَلاَّيَةٌ,غلي,غلاية,1,0
غمدية,غِمْدِيَّةٌ,غمد,غمدية,1,0
غمرة,غَمْرَةٌ,غمر,غمرة,1,0
غمرة,غُمْرَةٌ,غمر,غمرة,1,0
غمامة,غَمَامَةٌ,غمم,غمامة,1,0
غمامة,غِمَامَةٌ,غمم,غمامة,1,0
غنيمة,غَنِيمَةٌ,غنم,غنيمة,1,0
غنوصية,غُنُّوصِيَّةٌ,غنوصية,غنوصية,1,0
مغناة,مُغَنَّاةٌ,غني,مغناة,1,0
مغارة,مَغَارَةٌ,غور,مغارة,1,0
غوغاء,غَوْغَاءُ,غوغ,غوغاء,1,0
غابة,غَابَةٌ,غيب,غابة,1,0
غيلة,غِيلَةٌ,غيل,غيلة,1,0
غاية,غَايَةٌ,غيي,غاية,1,0
فازورة,فَازُورَةٌ,فازورة,فازورة,1,0
غيطة,غِيطَةٌ,غيطة,غيطة,1,0
فاقة,فَاقَةٌ,فاقة,فاقة,1,0
فاكهة,فَاكِهَةٌ,فاكهة,فاكهة,1,0
فئة,فِئَةٌ,فأي,فءة,1,0
فتات,فُتَاتٌ,فتت,فتات,1,0
فتة,فَتَّةٌ,فتت,فتة,1,0
فتيتة,فَتِيتَةٌ,فتت,فتيتة,1,0
افتتاحية,اِفْتِتَاحِيَّةٌ,فتح,افتتاحية,1,0
فاتحة,فَاتِحَةٌ,فتح,فاتحة,1,0
فتاحة,فَتَّاحَةٌ,فتح,فتاحة,1,0
فترة,فَتْرَةٌ,فتر,فترة,1,0
مفتشية,مُفَتِّشِيَّةٌ,فتش,مفتشية,1,0
فتنة,فِتْنَةٌ,فتن,فتنة,1,0
فتاة,فَتَاةٌ,فتو,فتاة,1,0
فتوة,فُتُوَّةٌ,فتو,فتوة,1,0
فتوى,فَتْوَى,فتو,فتوى,1,0
فاجعة,فَاجِعَةٌ,فجع,فاجعة,1,0
فجيعة,فَجِيعَةٌ,فجع,فجيعة,1,0
فحمة,فَحْمَةٌ,فحم,فحمة,1,0
فحواء,فَحْوَاءُ,فحو,فحواء,1,0
فخارة,فَخَّارَةٌ,فخر,فخارة,1,0
مفخرة,مَفْخَرَةٌ,فخر,مفخرة,1,0
فدعة,فَدَعَةٌ,فدع,فدعة,1,0
فدامة,فِدَامَةٌ,فدم,فدامة,1,0
فدية,فِدْيَةٌ,فدي,فدية,1,0
فاذة,فَاذَّةٌ,فذذ,فاذة,1,0
فجوة,فَجْوَةٌ,فجو,فجوة,1,0
فراشة,فَرَاشَةٌ,فراشة,فراشة,1,0
فرات,فُرَاتٌ,فرت,فرات,1,0
فراثة,فُرَاثَةٌ,فرث,فراثة,1,0
تفرجة,تِفْرِجَةٌ,فرج,تفرجة,1,0
فرجية,فَرَجِيَّةٌ,فرجية,فرجية,1,0
مفرزة,مَفْرَزَةٌ,فرز,مفرزة,1,0
فرة,فُرَّةٌ,فرر,فرة,1,0
فرزة,فَرْزَةٌ,فرز,فرزة,1,0
فريسة,فَرِيسَةٌ,فرس,فريسة,1,0
فرشاة,فُرْشَاةٌ,فرش,فرشاة,1,0
مفرشة,مِفْرَشَةٌ,فرش,مفرشة,1,0
فريصة,فَرِيصَةٌ,فرص,فريصة,1,0
فرصة,فُرْصَةٌ,فرصة,فرصة,1,0
فريضة,فَرِيضَةٌ,فرض,فريضة,1,0
فرقة,فُرْقَةٌ,فرق,فرقة,1,0
فرقة,فِرْقَةٌ,فرق,فرقة,1,0
فرقاطة,فَرْقَاطَةٌ,فرقاطة,فرقاطة,1,0
فرقيعة,فَرْقِيعَةٌ,فرقع,فرقيعة,1,0
مفرقعة,مُفَرْقَعَةٌ,فرقع,مفرقعة,1,0
فركاء,فَرْكَاءُ,فرك,فركاء,1,0
فريكية,فَرِيكِيَّةٌ,فرك,فريكية,1,0
مفروكة,مَفْرُوكَةٌ,فرك,مفروكة,1,0
مفرمة,مِفْرَمَةٌ,فرم,مفرمة,1,0
فرملة,فَرْمَلَةٌ,فرملة,فرملة,1,0
فرطوسة,فُرْطُوسَةٌ,فرطس,فرطوسة,1,0
فروة,فَرْوَةٌ,فرو,فروة,1,0
فرية,فِرْيَةٌ,فري,فرية,1,0
فريكة,فَرِيكَةٌ,فريكة,فريكة,1,0
فزراء,فَزْرَاءُ,فزر,فزراء,1,0
فزرة,فُزْرَةٌ,فزر,فزرة,1,0
فزة,فَزَّةٌ,فزز,فزة,1,0
فسحة,فُسْحَةٌ,فسح,فسحة,1,0
مفسدة,مَفْسَدَةٌ,فسد,مفسدة,1,0
فستان,فُسْتَانٌ,فستان,فستان,1,0
فسالة,فُسَالَةٌ,فسل,فسالة,1,0
فسيلة,فَسِيلَةٌ,فسل,فسيلة,1,0
فسيفساء,فُسَيْفِسَاءُ,فسيفساء,فسيفساء,1,0
فشة,فِشَّةٌ,فشش,فشة,1,0
فصفصة,فِصْفَصَةٌ,فصفص,فصفصة,1,0
فصيلة,فَصِيلَةٌ,فصل,فصيلة,1,0
مفصلة,مِفْصَلَةٌ,فصل,مفصلة,1,0
فضيحة,فَضِيحَةٌ,فضح,فضيحة,1,0
فضيلة,فَضِيلَةٌ,فضل,فضيلة,1,0
فطرة,فِطْرَةٌ,فطر,فطرة,1,0
فطيرة,فَطِيرَةٌ,فطر,فطيرة,1,0
فطيسة,فِطِّيسَةٌ,فطس,فطيسة,1,0
فضة,فِضَّةٌ,فضض,فضة,1,0
فطيسة,فَطِيسَةٌ,فطيسة,فطيسة,1,0
