unvocalized,vocalized,jamid
سنجة,سُنْجَةٌ,1
سنجة,سَنْجَةٌ,1
سندرة,سَنْدَرَةٌ,1
سنمة,سَنَمَةٌ,1
سانية,سانِيَةٌ,1
سنونوة,سُنُونُوَةٌ,1
سهرة,سُهَرَةٌ,1
سهلة,سِهْلَةٌ,1
سهوة,سَهْوَةٌ,1
سوءة,سَوْءةٌ,1
مساءة,مَسَاءةٌ,1
ساحة,سَاحَةٌ,1
مسودة,مُسْوَدَّةٌ,1
سورة,سُورَةٌ,1
سورية,سُورِيَّة,1
سوسة,سوسَةٌ,1
ساعة,سَاعَةٌ,1
مسافة,مَسَافَةٌ,1
سياقة,سِياقَةٌ,1
سائمة,سَائِمَةٌ,1
سومة,سُومَةٌ,1
سيماء,سِيماءٌ,1
سيمة,سِيمَةٌ,1
سيجارة,سِيجارَةٌ,1
سيارة,سَيَّارَةٌ,1
سيرورة,سَيْرورَةٌ,1
شاشية,شَاشِيَةٌ,1
شأفة,شَأْفَةٌ,1
مشأمة,مَشْأَمَةٌ,1
شامة,شَامَةٌ,1
شؤون,شُؤُونٌ,1
شاورمة,شَاوَرْمَةٌ,1
شبكة,شَبَكَةٌ,1
شبكة,شُبْكَةٌ,1
شبكية,شَبَكِيَّةٌ,1
شبيكة,شَبِيكَةٌ,1
شبهة,شُبْهَةٌ,1
مشتاة,مَشْتَاةٌ,1
شجة,شَجَّةٌ,1
شجرة,شَجَرَةٌ,1
شجون,شُجُونٌ,1
شحاذة,شِحَاذَةٌ,1
شحطة,شَحْطَةٌ,1
شحمة,شَحْمَةٌ,1
شاحنة,شَاحِنَةٌ,1
شحناء,شَحْنَاءُ,1
شحنة,شِحْنَةٌ,1
شرايين,شَرَايِينُ,1
شربة,شَرَبَةٌ,1
شربة,شُرْبَةٌ,1
شرذمة,شِرْذِمَةٌ,1
شرارة,شَرَارَة,1
شررة,شَرَرَة,1
شرطة,شَرْطَةٌ,1
شرطة,شُرْطَةٌ,1
شريطة,شَرِيطَةٌ,1
شرعة,شِرْعَةٌ,1
شريعة,شَرِيعَةٌ,1
شرفة,شُرْفَةٌ,1
شركة,شَرَكَةٌ,1
شروى,شَرْوَى,1
شراة,شُرَاةٌ,1
شزراء,شَزْرَاءُ,1
شطيبة,شَطِيبَةٌ,1
شرنقة,شَرْنَقَة,1
شطيرة,شَطِيرَةٌ,1
شظية,شَظِيَّةٌ,1
شعبة,شُعْبَةٌ,1
شعيرة,شَعِيرَة,1
شعراء,شَعْرَاءُ,1
شفعة,شُفْعَةٌ,1
شعرية,شَعْرِيَّةٌ,1
شعرى,شِعْرَى,1
أشعة,أَشِعَّةٌ,1
شعفة,شَعَفَةٌ,1
شعلة,شُعْلَةٌ,1
شعيلة,شَعِيلَةٌ,1
شعيرة,شَعِيرَةٌ,1
شفرة,شَفْرَةٌ,1
شفاطة,شَفَّاطَةٌ,1
شفافة,شُفَافَةٌ,1
شفقة,شَفَقَةٌ,1
شفة,شِفَةٌ,1
شقشقة,شِقْشِقَةٌ,1
شقة,شُقَّةٌ,1
شقة,شِقَّةٌ,1
شكوة,شَكْوَةٌ,1
شكشوكة,شَكْشُوكَةٌ,1
مشكة,مِشَكَّةٌ,1
تشكيلة,تَشْكِيلَةٌ,1
شكلة,شَكْلَةٌ,1
شكلة,شُكْلَةٌ,1
شكيمة,شَكِيمَةٌ,1
شكولاطة,شُكُولاَطَةٌ,1
أشلاء,أَشْلاءٌ,1
شماسية,شَمَّاسِيَّةٌ,1
شماعة,شَمَّاعَةٌ,1
شمعة,شَمْعَةٌ,1
مشكاة,مِشْكَاةٌ,1
شملة,شَمْلَةٌ,1
شميلة,شَمِيلَةٌ,1
شناءة,شَنَاءةٌ,1
مشنقة,مَشْنَقَةٌ,1
مشورة,مَشُورَةٌ,1
شاهدة,شَاهِدَةٌ,1
شهدة,شُهْدَةٌ,1
شهرة,شُهْرَةٌ,1
شهلة,شُهْلَةٌ,1
شاهية,شاهِيَةٌ,1
شاشة,شَاشَةٌ,1
شارة,شَارَةٌ,1
شوكة,شَوْكَةٌ,1
شولة,شَوْلَةٌ,1
شونة,شَوْنَةٌ,1
شاة,شَاةٌ,1
شوهة,شُوهَةٌ,1
شواة,شَوَاةٌ,1
شوية,شَوِيَّةٌ,1
شوى,شَوَى,1
مشواة,مِشْوَاةٌ,1
شيعة,شِيعَةٌ,1
مشيئة,مَشِيئَةٌ,1
شيتة,شِيتَةٌ,1
كيفية,كَيْفِيَّةٌ,1
حدبة,حَدَبَةٌ,1
شيخوخة,شَيْخُوخَةٌ,1
شيشة,شِيشَةٌ,1
شائعة,شَائِعَةٌ,1
شيالة,شَيَّالَةٌ,1
صابوغة,صَابُوغَةٌ,1
صالة,صَالَةٌ,1
صابئة,صَابِئَةٌ,1
صبابة,صُبَابَةٌ,1
أصبوحة,أُصْبوحَةٌ,1
صبحية,صُبْحِيَّةٌ,1
صابورة,صَابُورَةٌ,1
صبارة,صَبَارَةٌ,1
صبارة,صِبَارَةٌ,1
صبرة,صُبْرَةٌ,1
صباغة,صِبَاغَةٌ,1
شيمة,شِيمَةٌ,1
صبغة,صِبْغَةٌ,1
مصبغة,مَصْبَغَةٌ,1
صابونة,صَابُونَةٌ,1
صبانة,صَبَّانَةٌ,1
مصبنة,مَصْبَنَةٌ,1
صابية,صَابِيَةٌ,1
صحابة,صَحَابَةٌ,1
صدأة,صُدْأَةٌ,1
مصحة,مَصَحَّةٌ,1
صحراء,صَحْرَاءُ,1
صحافة,صِحَافَةٌ,1
صحفة,صَحْفَةٌ,1
صحيفة,صَحِيفَةٌ,1
صاخة,صَاخَّةٌ,1
صاخرة,صَاخِرَةٌ,1
صخرة,صَخْرَةٌ,1
صدارة,صَدَارَةٌ,1
صدرة,صُدْرَةٌ,1
صدرية,صُدْرِيَّةٌ,1
صديرة,صَدِيرَةٌ,1
صدفة,صَدَفَةٌ,1
صداقة,صَدَاقَةٌ,1
صدقة,صَدَقَةٌ,1
صدقة,صَدُقَةٌ,1
صدمة,صَدْمَةٌ,1
صرارة,صَرَّارَةٌ,1
صرخة,صَرْخَةٌ,1
صرة,صُرَّةٌ,1
صرة,صِرَّةٌ,1
صرافة,صِرَافَةٌ,1
متصرفية,مُتَصَرِّفِيَّةٌ,1
صريمة,صَرِيمَةٌ,1
مصطبة,مِصْطَبَةٌ,1
صعداء,صُعَدَاءُ,1
صفارية,صُفَارِيَّةٌ,1
صفحة,صَفْحَةٌ,1
صفيحة,صَفِيحَةٌ,1
صفارة,صَفَّارَةٌ,1
صفرية,صُفْرِيَّةٌ,1
صافقة,صَافِقَةٌ,1
صفقة,صَفْقَةٌ,1
صفوة,صَفْوَةٌ,1
مصقلة,مِصْقَلَةٌ,1
مصفاة,مِصْفَاةٌ,1
صقعة,صَقْعَةٌ,1
مصلحة,مَصْلَحَةٌ,1
صلصة,صَلْصَةٌ,1
صلطة,صَلَطَةٌ,1
صلعة,صَلْعَةٌ,1
صلفاء,صَلْفَاءُ,1
صليقة,صَلِيقَةٌ,1
مصلاة,مِصْلاَةٌ,1
صلجة,صُلَّجَةٌ,1
صمتة,صُمْتَةٌ,1
صومعة,صَوْمَعَةٌ,1
صماغة,صَمَّاغَةٌ,1
صمامة,صِمَامَةٌ,1
صمة,صِمَّةٌ,1
صنارة,صِنَّارَةٌ,1
صندوقة,صُنْدُوقَةٌ,1
صناعة,صِنَاعَةٌ,1
صنيعة,صَنِيعَةٌ,1
مصانعة,مُصَانَعَةٌ,1
صنة,صِنَّةٌ,1
صهارة,صُهَارَةٌ,1
صهوة,صَهْوَةٌ,1
مصيبة,مُصِيبَةٌ,1
تصويرة,تَصْوِيرَةٌ,1
صورة,صُورَةٌ,1
مصورة,مُصَوِّرَةٌ,1
صوانة,صِوَانَةٌ,1
مصيدة,مِصْيَدَةٌ,1
صوة,صُوَّةٌ,1
صيحة,صَيْحَةٌ,1
صينية,صِينِيَّةٌ,1
ضوضاء,ضَوْضَاءُ,1
صيصة,صِيصَةٌ,1
ضبة,ضَبَّةٌ,1
إضبارة,إِضبارَةٌ,1
ضبارة,ضُبَارَةٌ,1
ضجة,ضَجَّةٌ,1
أضحوكة,أُضْحُوكَةٌ,1
ضاحكة,ضَاحِكَةٌ,1
ضحكة,ضَحْكَةٌ,1
ضحية,ضَحِيَّةٌ,1
مضخة,مِضَخَّةٌ,1
ضواية,ضَوَّايَةٌ,1
ضرابة,ضَرَّابَةٌ,1
ضريبة,ضَرِيبَةٌ,1
مضربة,مَضْرَبَةٌ,1
مضربة,مُضَرَّبَةٌ,1
مضربة,مِضْرَبَةٌ,1
ضراء,ضَرَّاءُ,1
ضرة,ضَرَّةٌ,1
ضرورة,ضَرُورَةٌ,1
مضرة,مَضَرَّةٌ,1
ضرعاء,ضَرْعَاءُ,1
ضغينة,ضَغِينَةٌ,1
ضفدعة,ضِفْدَعَةٌ,1
ضفيرة,ضَفِيرَةٌ,1
ضفة,ضِفَّةٌ,1
مضيعة,مَضْيَعَةٌ,1
ضمادة,ضِمَادَةٌ,1
إضمامة,إِضْمامَةٌ,1
مضنة,مَضَنَّةٌ,1
ضهياء,ضَهْيَاءُ,1
ضواحي,ضَوَاحِي,1
ضاحية,ضَاحِيَة,1
طبابة,طِبَابَةٌ,1
ضيقة,ضِيقَةٌ,1
طباخة,طِبَاخَةٌ,1
مطبخة,مِطْبَخَةٌ,1
طبشورة,طَبْشُورَةٌ,1
طبيعة,طَبِيعَةٌ,1
مطبعة,مَطْبَعَةٌ,1
مطبوعة,مَطْبُوعَةٌ,1
طبقة,طَبَقَةٌ,1
طبالة,طِبَالَةٌ,1
طبلة,طَبْلَةٌ,1
طبلية,طَبْلِيَّةٌ,1
طابون,طَابُونٌ,1
مطحنة,مَطْحَنَةٌ,1
طارفة,طَارِفَة,1
أطروحة,أُطْروحَةٌ,1
مطاردة,مُطَارِدَةٌ,1
طارة,طَارَّةٌ,1
طرة,طُرَّةٌ,1
طرازة,طِرَازَةٌ,1
طريفة,طَرِيفَة,1
طرفة,طُرْفَةٌ,1
طرفاء,طَرْفَاءُ,1
طرقة,طُرْقَةٌ,1
طريقة,طَرِيقَةٌ,1
مطرقة,مِطْرَقَةٌ,1
طعمة,طِعْمَةٌ,1
طعمية,طَعْمِيَّةٌ,1
طغراء,طُغْرَاءُ,1
طغمة,طُغْمَةٌ,1
مطفأة,مِطْفَأَةٌ,1
طفرة,طَفْرَةٌ,1
طفطافة,طَفْطَافَةٌ,1
طفاية,طَفَّايَةٌ,1
طفاوة,طَفَاوَةٌ,1
طفاوة,طُفَاوَةٌ,1
طلبة,طَلِبَةٌ,1
طلبة,طَلْبَةٌ,1
طلبية,طَلَبِيَّةٌ,1
طلاسة,طَلاَّسَةٌ,1
طليعة,طَلِيعَةٌ,1
طلة,طُلَّةٌ,1
طلمة,طُلْمَةٌ,1
طلاوة,طَلاَوَةٌ,1
طلاوة,طُلاَوَةٌ,1
طلى,طِلًى,1
انطلاقة,اِنْطِلاقَةٌ,1
طامة,طَامَّةٌ,1
طنجرة,طَنْجَرَةٌ,1
طنفسة,طُنْفُسَةٌ,1
طنانة,طَنَّانَةٌ,1
طهارة,طِهَارَةٌ,1
طهرة,طُهْرَةٌ,1
مطهرة,مَطْهَرَةٌ,1
طهاوة,طُهَاوَةٌ,1
طهاية,طِهَايَةٌ,1
مطهاة,مِطْهَاةٌ,1
طوبة,طُوبَةٌ,1
طافة,طاَفَّةٌ,1
طواعية,طَوَاعِيَةٌ,1
طاولة,طَاوِلَةٌ,1
طوية,طَوِيَّةٌ,1
طية,طَيَّةٌ,1
مطاوي,مَطَاوِي,1
مطواة,مِطْوَاةٌ,1
مطيبة,مَطْيَبَةٌ,1
طائرة,طَائِرَةٌ,1
طيارة,طَيَّارَةٌ,1
طيرة,طَيْرَةٌ,1
طيرة,طِيَرَةٌ,1
طينة,طِينَةٌ,1
ظبأة,ظَبْأَةٌ,1
طيانة,طِيَانَةٌ,1
ظعينة,ظَعينَةٌ,1
ظفرة,ظَفَرَةٌ,1
ظلة,ظُلَّةٌ,1
مظلة,مِظَلَّةٌ,1
ظلماء,ظَلْماءُ,1
ظلمة,ظُلْمَةٌ,1
ظنانة,ظِنانَةٌ,1
ظنة,ظِنَّةٌ,1
ظمياء,ظَمْياءُ,1
مظنة,مَظَنَّةٌ,1
تظاهرة,تَظَاهُرَةٌ,1
ظهارة,ظُهارَةٌ,1
ظهارة,ظِهارَةٌ,1
ظهرة,ظَهَرَةٌ,1
ظهرة,ظُهْرَةٌ,1
ظهيرة,ظَهيرَةٌ,1
ظاهرة,ظاهِرَة,1
ظليمة,ظَليمَةٌ,1
عباءة,عَبَاءةٌ,1
عبيثة,عَبيثَةٌ,1
عبادة,عِبَادَةٌ,1
عبرة,عَبْرَةٌ,1
عبرة,عِبْرَةٌ,1
عباية,عَبَايَةٌ,1
عتبة,عَتَبَةٌ,1
عتلة,عَتَلَةٌ,1
عتمة,عَتَمَةٌ,1
عثرة,عَثْرَةٌ,1
أعجوبة,أُعْجوبَةٌ,1
عجة,عُجَّةٌ,1
عجرفة,عَجْرَفَةٌ,1
عجيزة,عَجِيزَةٌ,1
معجزة,مُعْجِزَةٌ,1
عجالة,عُجَالَةٌ,1
عجلة,عُجْلَةٌ,1
عجماء,عَجْمَاءُ,1
معجمة,مُعْجَمَةٌ,1
عجناء,عَجْنَاءُ,1
معجنة,مِعْجَنَةٌ,1
عجوة,عُجْوَةٌ,1
عجوة,عَجْوَةٌ,1
عدة,عُدَّةٌ,1
عدة,عِدَّةٌ,1
عدسة,عَدَسَةٌ,1
عدسية,عَدَسِيَّةٌ,1
عدلية,عَدْلِيَّةٌ,1
عداوة,عَدَاوَةٌ,1
عدوة,عُدْوَةٌ,1
عذرة,عُذْرَةٌ,1
معذرة,مَعْذِرَةٌ,1
عذرة,عَذِرَةٌ,1
عذراء,عَذْرَاءُ,1
عربة,عَرَبَةٌ,1
عرة,عُرَّةٌ,1
عريشة,عَرِيشَةٌ,1
عرصة,عَرْصَةٌ,1
عرضة,عُرْضَةٌ,1
مستعربة,مُسْتَعْرِبَةٌ,1
عريضة,عَرِيضَةٌ,1
تعرفة,تَعْرِفَةٌ,1
تعريفة,تَعْرِيفَةٌ,1
عرافة,عِرَافَةٌ,1
عزبة,عِزْبَةٌ,1
عرقاة,عَرْقَاةٌ,1
عرقة,عِرْقَةٌ,1
عرقية,عَرَقِيَّةٌ,1
عريكة,عَرِيكَةٌ,1
معركة,مَعْرَكَةٌ,1
عرمة,عُرْمَةٌ,1
عزوبة,عُزُوبَةٌ,1
عرنين,عِرْنِينٌ,1
عروة,عُرْوَةٌ,1
عرى,عُرًى,1
عزلة,عُزْلَةٌ,1
معتزلة,مُعْتَزِلَةٌ,1
عسرة,عُسْرَةٌ,1
معسفة,مِعْسَفَةٌ,1
هوية,هُوِيَّةٌ,1
معسلة,مَعْسَلَةٌ,1
عاشوراء,عَاشُورَاءُ,1
عشارة,عُشَارَةٌ,1
شفعية,شَفْعِيَّةٌ,1
عشراء,عَشْرَاءُ,1
عشرة,عِشْرَةٌ,1
عشيرة,عَشِيرَةٌ,1
عشة,عُشَّةٌ,1
عشاء,عِشَاءٌ,1
عشاوة,عَشَاوَةٌ,1
عشية,عَشِيَّةٌ,1
عصابة,عِصَابَةٌ,1
عصبة,عَصَبَةٌ,1
عصبة,عُصْبَةٌ,1
عصارة,عَصَّارَةٌ,1
عصارة,عُصَارَةٌ,1
معصرة,مَعْصَرَةٌ,1
معصرة,مِعْصَرَةٌ,1
عصيدة,عَصِيدَةٌ,1
عصيفة,عَصِيفَةٌ,1
عصبية,عَصَبِيَّةٌ,1
عاصمة,عَاصِمَةٌ,1
عصمة,عِصْمَةٌ,1
عصية,عُصَيَّةٌ,1
معصية,مَعْصِيَةٌ,1
عضادة,عِضَادَةٌ,1
معضلة,مُعْضِلَةٌ,1
عضلة,عَضَلَةٌ,1
عطارة,عِطَارَةٌ,1
معطرة,مَعْطَرَةٌ,1
عاطفة,عَاطِفَةٌ,1
عطلة,عُطْلَةٌ,1
عطية,عَطِيَّةٌ,1
عظمة,عَظَمَةٌ,1
عظاءة,عَظَاءةٌ,1
عفرة,عُفْرَةٌ,1
عافية,عَافِيَةٌ,1
عاقبة,عَاقِبَةٌ,1
عقبة,عَقَبَةٌ,1
عقبة,عُقْبَةٌ,1
عقوبة,عُقُوبَةٌ,1
عقادة,عِقَادَةٌ,1
عقدة,عُقْدَةٌ,1
عقيدة,عَقِيدَةٌ,1
عقرة,عُقَرَةٌ,1
عقيرة,عَقِيرَةٌ,1
عقافة,عُقَافَةٌ,1
عقيقة,عَقِيقَةٌ,1
عقلة,عُقْلَةٌ,1
عقيلة,عَقِيلَةٌ,1
علباء,عِلْبَاءُ,1
علبة,عُلْبَةٌ,1
معقمة,مُعَقِّمَةٌ,1
علاقة,عَلاَّقَةٌ,1
علاقة,عَلاَقَةٌ,1
علاقة,عِلاَقَةٌ,1
علقة,عَلَقَةٌ,1
علة,عِلَّةٌ,1
علمة,عُلْمَةٌ,1
معلمة,مَعْلَمَةٌ,1
علاوة,عِلاَوَةٌ,1
علياء,عَلْيَاءُ,1
علية,عُلِّيَّةٌ,1
عمان,عَمَّانُ,1
عمان,عُمَانُ,1
عمادة,عِمَادَةٌ,1
عمدة,عُمْدَةٌ,1
عمارة,عَمَارَةٌ,1
عمارة,عُمَارَةٌ,1
عمرة,عُمْرَةٌ,1
عميرة,عَمِيرَةٌ,1
معمورة,مَعْمُورَةٌ,1
عمالة,عُمَالَةٌ,1
عمالة,عِمَالَةٌ,1
عمالة,عِمَالَةٌ,1
عملة,عُمْلَةٌ,1
عملية,عَمَلِيَّةٌ,1
عمولة,عُمُولَةٌ,1
عمامة,عِمَامَةٌ,1
عمية,عَمِيَّةٌ,1
عنابة,عُنَّابَةٌ,1
عنزة,عَنَزَةٌ,1
عنفقة,عَنْفَقَةٌ,1
معنقة,مِعْنَقَةٌ,1
عنية,عُنْيَةٌ,1
عهدة,عُهْدَةٌ,1
عادة,عَادَةٌ,1
عوذة,عُوذَةٌ,1
عارة,عَارَةٌ,1
عارية,عَارِيَةٌ,1
عورة,عَوْرَةٌ,1
عوامة,عَوَّامَةٌ,1
معامة,مَعَامَةٌ,1
استعانة,اِسْتِعانَةٌ,1
عوسجة,عَوْسَجَةٌ,1
عانة,عَانَةٌ,1
معونة,مَعُونَةٌ,1
عاهة,عَاهَةٌ,1
عالة,عَالَةٌ,1
عين,عَيْن,1
عينة,عَيِّنَةٌ,1
عينية,عَيْنِيَّةٌ,1
مغبة,مَغَبَّةٌ,1
غبرة,غَبَرَةٌ,1
غبشة,غُبْشَةٌ,1
غبينة,غَبِينَةٌ,1
غبوة,غَبْوَةٌ,1
غدة,غُدَّةٌ,1
غديرة,غَدِيرَةٌ,1
غداة,غَدَاةٌ,1
غدية,غَدِيَّةٌ,1
غربية,غُرَبِيَّةٌ,1
غرارة,غِرَارَةٌ,1
غرة,غُرَّةٌ,1
غرزة,غُرْزَةٌ,1
غريزة,غَرِيزَةٌ,1
غراسة,غِرَاسَةٌ,1
غريسة,غَرِيسَةٌ,1
غرفة,غُرْفَةٌ,1
مغرفة,مِغْرَفَةٌ,1
غزوة,غِزْوَةٌ,1
غسالة,غَسَّالَةٌ,1
غسالة,غُسَالَةٌ,1
مغسلة,مَغْسَلَةٌ,1
غشاوة,غِشَاوَةٌ,1
غاشية,غَاشِيَةٌ,1
غشية,غَشْيَةٌ,1
غشية,غُشْيَةٌ,1
غصة,غُصَّةٌ,1
غصنة,غُصْنَةٌ,1
غضراء,غَضْرَاءُ,1
غطسة,غَطْسَةٌ,1
غطاء,غِطَاءٌ,1
غطاية,غِطَايَةٌ,1
غفارة,غِفَارَةٌ,1
غمة,غُمَّةٌ,1
إغفاءة,إغْفَاءةٌ,1
أغلبية,أغْلَبِيَّةٌ,1
غالبية,غَالِبِيَّةٌ,1
غلة,غَلَّةٌ,1
غلفة,غُلْفَةٌ,1
غلالة,غِلاَلَةٌ,1
غلة,غُلَّةٌ,1
غلامية,غُلاَمِيَّةٌ,1
غلواء,غُلْوَاءُ,1
غميضة,غُمَّيْضَةٌ,1
غلاية,غَلاَّيَةٌ,1
غمدية,غِمْدِيَّةٌ,1
غمرة,غَمْرَةٌ,1
غمرة,غُمْرَةٌ,1
غمامة,غَمَامَةٌ,1
غمامة,غِمَامَةٌ,1
غنيمة,غَنِيمَةٌ,1
غنوصية,غُنُّوصِيَّةٌ,1
أغنية,أُغْنِيَّةٌ,1
مغناة,مُغَنَّاةٌ,1
مغارة,مَغَارَةٌ,1
غواصة,غَوَّاصَةٌ,1
غوغاء,غَوْغَاءُ,1
غيابة,غَيَابَةٌ,1
غابة,غَابَةٌ,1
غيلة,غِيلَةٌ,1
غاية,غَايَةٌ,1
فازورة,فَازُورَةٌ,1
غيطة,غِيطَةٌ,1
فاقة,فَاقَةٌ,1
فاكهة,فَاكِهَةٌ,1
فئة,فِئَةٌ,1
فتات,فُتَاتٌ,1
فتة,فَتَّةٌ,1
فتيتة,فَتِيتَةٌ,1
افتتاحية,اِفْتِتَاحِيَّةٌ,1
فاتحة,فَاتِحَةٌ,1
فتاحة,فَتَّاحَةٌ,1
فتحة,فُتْحَةٌ,1
فترة,فَتْرَةٌ,1
مفتشية,مُفَتِّشِيَّةٌ,1
فتنة,فِتْنَةٌ,1
فتاة,فَتَاةٌ,1
فتوة,فُتُوَّةٌ,1
فتوى,فَتْوَى,1
فاجعة,فَاجِعَةٌ,1
فجيعة,فَجِيعَةٌ,1
فحولة,فُحُولَةٌ,1
فحمة,فَحْمَةٌ,1
مفحمة,مَفْحَمَةٌ,1
فحواء,فَحْوَاءُ,1
فخارة,فَخَّارَةٌ,1
مفخرة,مَفْخَرَةٌ,1
فدعة,فَدَعَةٌ,1
فدامة,فِدَامَةٌ,1
فدية,فِدْيَةٌ,1
فاذة,فَاذَّةٌ,1
فجوة,فَجْوَةٌ,1
فراشة,فَرَاشَةٌ,1
فرات,فُرَاتٌ,1
فراثة,فُرَاثَةٌ,1
تفرجة,تِفْرِجَةٌ,1
فرجة,فُرْجَةٌ,1
فرجية,فَرَجِيَّةٌ,1
فرحة,فَرْحَةٌ,1
مفرزة,مَفْرَزَةٌ,1
فرة,فُرَّةٌ,1
فرزة,فَرْزَةٌ,1
فريسة,فَرِيسَةٌ,1
فرشاة,فُرْشَاةٌ,1
فرشة,فُرْشَةٌ,1
مفرشة,مِفْرَشَةٌ,1
فريصة,فَرِيصَةٌ,1
فرصة,فُرْصَةٌ,1
فرضة,فُرْضَةٌ,1
فريضة,فَرِيضَةٌ,1
فرقة,فُرْقَةٌ,1
فرقة,فِرْقَةٌ,1
فرقاطة,فَرْقَاطَةٌ,1
فرقيعة,فَرْقِيعَةٌ,1
مفرقعة,مُفَرْقَعَةٌ,1
فركاء,فَرْكَاءُ,1
فريكية,فَرِيكِيَّةٌ,1
مفروكة,مَفْرُوكَةٌ,1
مفرمة,مِفْرَمَةٌ,1
فرملة,فَرْمَلَةٌ,1
فرطوسة,فُرْطُوسَةٌ,1
فروة,فَرْوَةٌ,1
فرية,فِرْيَةٌ,1
فريكة,فَرِيكَةٌ,1
فزراء,فَزْرَاءُ,1
فزرة,فُزْرَةٌ,1
فزة,فَزَّةٌ,1
فسحة,فُسْحَةٌ,1
مفسدة,مَفْسَدَةٌ,1
فستان,فُسْتَانٌ,1
فسقية,فَسْقِيَّةٌ,1
فسالة,فُسَالَةٌ,1
فسيلة,فَسِيلَةٌ,1
فسيفساء,فُسَيْفِسَاءُ,1
فشة,فِشَّةٌ,1
فصفصة,فِصْفَصَةٌ,1
فصلة,فَصْلَةٌ,1
فصيلة,فَصِيلَةٌ,1
مفصلة,مِفْصَلَةٌ,1
فضاحة,فَضَاحَةٌ,1
فضيحة,فَضِيحَةٌ,1
فضلة,فَضْلَةٌ,1
فضيلة,فَضِيلَةٌ,1
مفضلة,مِفْضَلَةٌ,1
أفضلية,أفْضَلِيَّةٌ,1
فطرة,فِطْرَةٌ,1
فضالة,فُضَالَةٌ,1
فطيرة,فَطِيرَةٌ,1
فطيسة,فِطِّيسَةٌ,1
فضة,فِضَّةٌ,1
فطنة,فِطْنَةٌ,1
فطيسة,فَطِيسَةٌ,1
فاقعة,فَاقِعَةٌ,1
فظاعة,فَظَاعَة,1
فقاعة,فُقَّاعَةٌ,1
فقارة,فَقَارَةٌ,1
فقرة,فَقَرَةٌ,1
فقرة,فُقْرَةٌ,1
فقرة,فِقْرَةٌ,1
فقاعة,فُقَّاعَة,1
فقمة,فُقْمَةٌ,1
فكرة,فِكْرَةٌ,1
مفكرة,مُفَكِّرَةٌ,1
أفكوهة,أُفْكوهَةٌ,1
فاكهية,فَاكِهِيَّةٌ,1
فكاهة,فُكَاهَةٌ,1
فلتة,فَلْتَةٌ,1
فلذة,فِلْذَةٌ,1
فلسطين,فِلَسْطِين,1
فلحة,فَلْحَةٌ,1
فلقة,فَلَقَةٌ,1
فلقة,فِلْقَةٌ,1
فلاحة,فِلاَحَةٌ,1
فليكة,فُلَيْكَةٌ,1
فلاة,فَلاَةٌ,1
أفانين,أفَانِينُ,1
فلين,فِلِّينٌ,1
فوارة,فَوَّارَةٌ,1
فورة,فَوْرَةٌ,1
مفازة,مَفَازَة,1
فوشية,فُوشِيَةٌ,1
فوضى,فَوْضًى,1
فوطة,فُوطَةٌ,1
فوقة,فُوقَةٌ,1
فيقة,فِيقَةٌ,1
فوة,فُوَّةٌ,1
فوهة,فُوَّهَةٌ,1
فيحاء,فَيْحَاءُ,1
فائدة,فَائِدَةٌ,1
فيزياء,فِيزِيَاءُ,1
فيلجة,فِيلَجَةٌ,1
فينة,فَيْنَةٌ,1
قاقلة,قَاقُلَّةٌ,1
قائمقامية,قَائِمْقَامِيَّةٌ,1
قبة,قُبَّةٌ,1
قبية,قِبِّيَّةٌ,1
فيفاء,فَيْفَاءُ,1
قبرة,قُبَّرَةٌ,1
قباضة,قَبَّاضَةٌ,1
قبضة,قُبْضَةٌ,1
قبعة,قُبَّعَةٌ,1
قبيعة,قَبِيعَةٌ,1
قبالة,قُبَالَةٌ,1
قبلة,قُبْلَةٌ,1
قبلة,قِبْلَةٌ,1
قبانة,قِبَانَةٌ,1
مقبرة,مَقْبَرَةٌ,1
قبيلة,قَبِيلَةٌ,1
قتيبة,قُتَيْبَةٌ,1
قتلة,قِتْلَةٌ,1
قتمة,قَتَمَةٌ,1
قتمة,قُتْمَةٌ,1
قحافة,قُحَافَةٌ,1
قحفاء,قَحْفَاءُ,1
قداحة,قَدَّاحَةٌ,1
قدة,قِدَّةٌ,1
قديرة,قُدَيْرَةٌ,1
مقدرة,مَقْدُرَةٌ,1
قدمة,قَدَمَةٌ,1
أقدمية,أقْدَمِيَّةٌ,1
مقدمة,مُقَدِّمَةٌ,1
قدوة,قُدْوَةٌ,1
قدوى,قَدْوَى,1
قذاذة,قُذَاذَةٌ,1
قذة,قُذَّةٌ,1
قحولة,قُحُولَةٌ,1
قذيفة,قَذِيفَةٌ,1
قذاة,قَذَاةٌ,1
قربة,قِرْبَةٌ,1
قرحة,قُرْحَةٌ,1
قريحة,قَرِيحَةٌ,1
قارة,قَارَّةٌ,1
قارورة,قَارُورَةٌ,1
قرارة,قَرَارَةٌ,1
قرصة,قُرْصَةٌ,1
قربة,قُرْبَةٌ,1
قراضة,قُرَاضَةٌ,1
قارعة,قَارِعَةٌ,1
قرعة,قُرْعَةٌ,1
مقرعة,مِقْرَعَةٌ,1
قرعة,قَرْعَةٌ,1
قرفة,قِرْفَةٌ,1
قرفصاء,قُرْفُصَاءُ,1
قرنة,قُرْنَةٌ,1
قرنية,قَرْنِيَّةٌ,1
قرية,قَرْيَةٌ,1
